provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
131359,"Totah Communications, Inc.",50,Fiber to the Premises,2265,2410,2265,2410
131361,Town of Shrewsbury,40,Cable,10981,15591,10981,15591
131361,Town of Shrewsbury,50,Fiber to the Premises,6800,8064,6800,8064
131362,"Townes Telecommunications, Inc.",10,Copper,27230,30510,27230,30510
131362,"Townes Telecommunications, Inc.",50,Fiber to the Premises,6759,7381,6767,7389
131362,"Townes Telecommunications, Inc.",70,Unlicensed Fixed Wireless,1790,1962,1790,1962
131363,"Traceroad, Inc.",10,Copper,346,471,346,471
131363,"Traceroad, Inc.",50,Fiber to the Premises,955,1332,955,1332
131365,Trenton Telephone Co.,10,Copper,585,633,585,633
131365,Trenton Telephone Co.,50,Fiber to the Premises,6449,7574,6449,7574
131366,"BHT Holdings, Inc.",10,Copper,6457,6855,6457,6855
131366,"BHT Holdings, Inc.",40,Cable,2331,3048,2331,3048
131366,"BHT Holdings, Inc.",50,Fiber to the Premises,10810,13160,10810,13160
131366,"BHT Holdings, Inc.",70,Unlicensed Fixed Wireless,2996,3214,2996,3214
131366,"BHT Holdings, Inc.",71,Licensed Fixed Wireless,13531,15481,13531,15481
131367,"Triangle Telephone Cooperative Assn., Inc.",10,Copper,808,1219,808,1219
131367,"Triangle Telephone Cooperative Assn., Inc.",50,Fiber to the Premises,19155,22538,19155,22538
131367,"Triangle Telephone Cooperative Assn., Inc.",70,Unlicensed Fixed Wireless,3652,4380,3652,4380
131367,"Triangle Telephone Cooperative Assn., Inc.",71,Licensed Fixed Wireless,18725,22398,18725,22398
131368,"Tri-County Communications Cooperative, Inc.",40,Cable,8362,10302,8362,10302
131368,"Tri-County Communications Cooperative, Inc.",50,Fiber to the Premises,6060,7318,6060,7318
131378,Otelco Inc.,10,Copper,37490,42995,37490,42995
131378,Otelco Inc.,40,Cable,6416,7646,6416,7646
131378,Otelco Inc.,50,Fiber to the Premises,381038,495246,381038,495246
131378,Otelco Inc.,70,Unlicensed Fixed Wireless,4027,4597,3590,4115
131378,Otelco Inc.,72,LBR Fixed Wireless,1653,4196,1653,4196
131379,"City of Muscatine, Iowa",50,Fiber to the Premises,10141,12410,1035,2193
131379,"City of Muscatine, Iowa",70,Unlicensed Fixed Wireless,37,44,3,3
131379,"City of Muscatine, Iowa",71,Licensed Fixed Wireless,49,49,1,1
131383,"Tularosa Basin Telephone Company, Inc.",10,Copper,876,991,876,991
131383,"Tularosa Basin Telephone Company, Inc.",50,Fiber to the Premises,7993,8989,7993,8989
131383,"Tularosa Basin Telephone Company, Inc.",70,Unlicensed Fixed Wireless,9560,10504,9560,10504
131383,"Tularosa Basin Telephone Company, Inc.",71,Licensed Fixed Wireless,11663,13059,11663,13059
131383,"Tularosa Basin Telephone Company, Inc.",72,LBR Fixed Wireless,14789,16550,14789,16550
131384,Twin Lakes Telephone Cooperative Corporation,10,Copper,306,318,306,318
131384,Twin Lakes Telephone Cooperative Corporation,50,Fiber to the Premises,56045,61544,57785,65473
131384,Twin Lakes Telephone Cooperative Corporation,70,Unlicensed Fixed Wireless,0,0,1323,1725
131386,U.S. TelePacific Holdings Corp.,10,Copper,0,0,11125,75515
131387,"UBTA-UBET Communications, Inc.",10,Copper,12025,13655,12025,13655
131387,"UBTA-UBET Communications, Inc.",40,Cable,4874,5907,4874,5907
131387,"UBTA-UBET Communications, Inc.",50,Fiber to the Premises,13077,17643,13084,17651
131387,"UBTA-UBET Communications, Inc.",70,Unlicensed Fixed Wireless,2755,3079,0,0
131387,"UBTA-UBET Communications, Inc.",71,Licensed Fixed Wireless,24685,30203,0,0
131388,Union River Telephone Company,50,Fiber to the Premises,3072,4173,3072,4173
131394,Evertek Enterprises,50,Fiber to the Premises,1432,1513,1432,1513
131394,Evertek Enterprises,70,Unlicensed Fixed Wireless,4614,4857,4614,4857
131394,Evertek Enterprises,71,Licensed Fixed Wireless,34868,37764,34868,37764
131394,Evertek Enterprises,72,LBR Fixed Wireless,33181,35912,33181,35912
131395,"United Telephone Association, Inc.",10,Copper,55,55,55,55
131395,"United Telephone Association, Inc.",40,Cable,1817,1903,1817,1903
131395,"United Telephone Association, Inc.",50,Fiber to the Premises,5768,6274,5778,6285
131395,"United Telephone Association, Inc.",70,Unlicensed Fixed Wireless,52,65,52,65
131395,"United Telephone Association, Inc.",71,Licensed Fixed Wireless,59379,69747,59379,69747
131395,"United Telephone Association, Inc.",72,LBR Fixed Wireless,343,345,343,345
131396,"MTE Holdings, LLC",10,Copper,19717,21446,1223,2729
131396,"MTE Holdings, LLC",50,Fiber to the Premises,70669,76500,5267,10708
131396,"MTE Holdings, LLC",70,Unlicensed Fixed Wireless,39565,50825,4065,9962
131397,"UniTek, Inc.",10,Copper,1635,2005,1623,1992
131397,"UniTek, Inc.",50,Fiber to the Premises,2737,3329,615,802
131400,Unwired Ltd.,70,Unlicensed Fixed Wireless,727835,1428399,727835,1428399
131401,Upsala Cooperative Telephone Association,40,Cable,168,213,168,213
131401,Upsala Cooperative Telephone Association,50,Fiber to the Premises,2911,3245,2911,3245
131407,UTMA,50,Fiber to the Premises,12629,15594,12629,15594
131408,VAL-ED Joint Venture L.L.P.,50,Fiber to the Premises,620,10535,620,10535
131408,VAL-ED Joint Venture L.L.P.,71,Licensed Fixed Wireless,556,3085,556,3085
131409,"Valley Telecommunications Cooperative Association, Inc.",50,Fiber to the Premises,12622,13476,12622,13476
131411,"Valley Telephone Cooperative, Inc. (AZ/NM)",10,Copper,8911,9945,8911,9945
131411,"Valley Telephone Cooperative, Inc. (AZ/NM)",50,Fiber to the Premises,11855,14009,11855,14009
131411,"Valley Telephone Cooperative, Inc. (AZ/NM)",70,Unlicensed Fixed Wireless,5174,5905,5174,5905
131412,"Valliant Telephone Company, Inc.",10,Copper,1580,1675,555,630
131412,"Valliant Telephone Company, Inc.",50,Fiber to the Premises,1258,1340,533,575
131412,"Valliant Telephone Company, Inc.",70,Unlicensed Fixed Wireless,7995,9446,2812,3673
131413,"Windstream Holdings, Inc.",10,Copper,3380821,3970438,3380821,3970438
131413,"Windstream Holdings, Inc.",40,Cable,86996,99233,86996,99233
131413,"Windstream Holdings, Inc.",50,Fiber to the Premises,1117378,1300222,1117378,1300222
131413,"Windstream Holdings, Inc.",70,Unlicensed Fixed Wireless,77083,84077,77083,84077
131413,"Windstream Holdings, Inc.",71,Licensed Fixed Wireless,15061,17058,15061,17058
131413,"Windstream Holdings, Inc.",72,LBR Fixed Wireless,31795,34721,31795,34721
131414,"Van Buren Telephone Co., Inc.",50,Fiber to the Premises,3479,3500,3479,3500
131415,Van Horne Cooperative Telephone Company,50,Fiber to the Premises,521,535,521,535
131416,"Varcomm Holdings, Inc.",10,Copper,1213,1322,1213,1322
131416,"Varcomm Holdings, Inc.",50,Fiber to the Premises,159,164,159,164
131416,"Varcomm Holdings, Inc.",71,Licensed Fixed Wireless,20909,26016,20909,26016
131418,Vaughnsville Telephone Company,10,Copper,365,366,57,58
131418,Vaughnsville Telephone Company,70,Unlicensed Fixed Wireless,3275,3308,689,736
131421,"Velociter Wireless, Inc.",70,Unlicensed Fixed Wireless,121853,151003,9829,21571
131422,"Venture Communications Cooperative, Inc.",50,Fiber to the Premises,19667,22085,19667,22085
131423,Venus Telephone Corporation,50,Fiber to the Premises,1223,1411,327,466
131425,Verizon Communications Inc.,50,Fiber to the Premises,8887719,14509991,8887719,14509991
131425,Verizon Communications Inc.,71,Licensed Fixed Wireless,18694471,31835033,12027253,34189414
131426,"Vermont Telephone Company, Inc.",10,Copper,57,68,57,68
131426,"Vermont Telephone Company, Inc.",50,Fiber to the Premises,14991,18349,14991,18349
131427,"Vernon Telephone Cooperative, Inc.",50,Fiber to the Premises,12912,15702,12912,15702
131431,Viola Holding Company,50,Fiber to the Premises,1031,1057,1031,1057
131431,Viola Holding Company,70,Unlicensed Fixed Wireless,123,126,123,126
131441,Volcano Communications Company,10,Copper,6512,7309,742,1054
131441,Volcano Communications Company,40,Cable,1757,2084,212,270
131441,Volcano Communications Company,50,Fiber to the Premises,3328,4133,443,915
131444,Wabash Mutual Telephone Company,10,Copper,264,283,264,283
131444,Wabash Mutual Telephone Company,50,Fiber to the Premises,10951,13077,10951,13077
131444,Wabash Mutual Telephone Company,70,Unlicensed Fixed Wireless,33027,37452,33027,37452
131444,Wabash Mutual Telephone Company,72,LBR Fixed Wireless,30457,34385,30457,34385
131445,"Wabash Telephone Cooperative, Inc.",50,Fiber to the Premises,31191,33703,31191,33703
131448,"Wamego Telephone Company, Inc.",50,Fiber to the Premises,12922,19179,12922,19179
131448,"Wamego Telephone Company, Inc.",70,Unlicensed Fixed Wireless,1831,2012,1831,2012
131451,Washington County Rural Telephone Cooperative,10,Copper,1265,1306,1265,1306
131451,Washington County Rural Telephone Cooperative,50,Fiber to the Premises,3771,3969,3771,3969
131453,Wave Wireless LLC,50,Fiber to the Premises,2149,2249,2149,2249
131453,Wave Wireless LLC,70,Unlicensed Fixed Wireless,13427,14279,13427,14279
131457,Webster-Calhoun Cooperative Telephone Association,50,Fiber to the Premises,8707,9099,8707,9099
131458,Wellman Cooperative Telephone Association,10,Copper,23,47,23,47
131458,Wellman Cooperative Telephone Association,50,Fiber to the Premises,1910,2064,1910,2064
131459,"West Carolina Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,82619,99394,82619,99394
131460,West Central Telephone Assn.,50,Fiber to the Premises,6979,7808,6979,7808
131461,West Iowa Telephone Company,50,Fiber to the Premises,7317,7739,7317,7739
131463,West Liberty Telephone Company,50,Fiber to the Premises,5828,6858,5801,6824
131463,West Liberty Telephone Company,70,Unlicensed Fixed Wireless,22991,25304,22991,25304
131465,West River Telecommunications Cooperative,50,Fiber to the Premises,21259,22807,21259,22807
131466,West Texas Rural Telephone Cooperative Inc.,10,Copper,861,954,861,954
131466,West Texas Rural Telephone Cooperative Inc.,50,Fiber to the Premises,11845,13751,11845,13751
131467,"West Wisconsin Telcom Cooperative, Inc.",10,Copper,63,201,63,201
131467,"West Wisconsin Telcom Cooperative, Inc.",50,Fiber to the Premises,10368,12498,10368,12498
131469,"Westelcom Network, Inc.",50,Fiber to the Premises,0,0,6382,10470
131472,Western Iowa Telephone Association,50,Fiber to the Premises,5089,5499,5089,5499
131475,Wahkiakum West Inc.,50,Fiber to the Premises,1520,1708,181,246
131475,Wahkiakum West Inc.,70,Unlicensed Fixed Wireless,87,108,7,8
131476,"Wes-Tex Telephone Cooperative, Inc.",50,Fiber to the Premises,6293,7192,6293,7192
131476,"Wes-Tex Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,15986,18614,15986,18614
131478,"Abound Ventures, Inc.",10,Copper,6546,6696,235,317
131478,"Abound Ventures, Inc.",50,Fiber to the Premises,6581,6965,459,777
131480,"WideOpenWest Finance, LLC",10,Copper,4900,5297,1095,1480
131480,"WideOpenWest Finance, LLC",40,Cable,1568667,2126172,131714,430356
131480,"WideOpenWest Finance, LLC",50,Fiber to the Premises,49696,69960,3117,13114
131481,Wiggins Telephone Association,50,Fiber to the Premises,3729,3912,3729,3912
131482,"Wikstrom Telephone Company, Inc.",10,Copper,651,661,651,661
131482,"Wikstrom Telephone Company, Inc.",50,Fiber to the Premises,10661,11866,10661,11866
131482,"Wikstrom Telephone Company, Inc.",70,Unlicensed Fixed Wireless,2946,3970,2946,3970
131485,"Dycom Holding, Inc.",50,Fiber to the Premises,11846,12747,11846,12747
131486,Wilkes Telephone Membership Corporation,10,Copper,12126,12538,12126,12538
131486,Wilkes Telephone Membership Corporation,40,Cable,829,875,829,875
131486,Wilkes Telephone Membership Corporation,50,Fiber to the Premises,51519,61513,51519,61513
131486,Wilkes Telephone Membership Corporation,70,Unlicensed Fixed Wireless,137723,161955,137723,161955
131486,Wilkes Telephone Membership Corporation,71,Licensed Fixed Wireless,105324,118882,105324,118882
131486,Wilkes Telephone Membership Corporation,72,LBR Fixed Wireless,7017,7371,7017,7371
131487,Willard Telephone Company,50,Fiber to the Premises,94,102,94,102
131492,WinDBreak Cable,40,Cable,3021,3154,3021,3154
131493,Winn Telephone Company,10,Copper,1011,1101,1011,1101
131493,Winn Telephone Company,50,Fiber to the Premises,11168,18412,11168,18412
131494,Winnebago Cooperative Telecom Association,50,Fiber to the Premises,15807,16974,15807,16974
131497,"Wired or Wireless, Inc.",40,Cable,399,449,399,449
131497,"Wired or Wireless, Inc.",50,Fiber to the Premises,278,323,278,323
131497,"Wired or Wireless, Inc.",70,Unlicensed Fixed Wireless,224951,296895,224951,296895
131505,"Woodhull Communications, Inc.",10,Copper,5,5,5,5
131505,"Woodhull Communications, Inc.",50,Fiber to the Premises,1553,1592,1553,1592
131506,Woodstock Telephone Company,50,Fiber to the Premises,4245,4582,4245,4582
131506,Woodstock Telephone Company,70,Unlicensed Fixed Wireless,6694,7295,6694,7295
131507,Woolstock Mutual Telephone Association,50,Fiber to the Premises,93,110,93,110
131507,Woolstock Mutual Telephone Association,70,Unlicensed Fixed Wireless,2825,3095,2825,3095
131507,Woolstock Mutual Telephone Association,72,LBR Fixed Wireless,791,816,791,816
131510,Wyoming Mutual Telephone Company,50,Fiber to the Premises,951,989,951,989
131512,"XIT Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,7286,8199,7286,8199
131512,"XIT Rural Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,82,82,82,82
131516,Yadkin Valley Telephone Membership Corporation,10,Copper,41599,46512,41599,46512
131516,Yadkin Valley Telephone Membership Corporation,50,Fiber to the Premises,39064,43519,39064,43519
131517,Granite State Communications,10,Copper,9971,11308,9971,11308
131517,Granite State Communications,50,Fiber to the Premises,9787,11022,9787,11022
131518,"Yelcot Holding Group, Inc.",10,Copper,10903,11293,10903,11293
131518,"Yelcot Holding Group, Inc.",40,Cable,5113,5282,5113,5282
131518,"Yelcot Holding Group, Inc.",50,Fiber to the Premises,9485,11134,9485,11134
131520,Yeoman Telephone Company,10,Copper,1313,1315,1313,1315
131520,Yeoman Telephone Company,50,Fiber to the Premises,596,596,596,596
131611,"Highland Telephone Cooperative, Inc. (KY & TN)",50,Fiber to the Premises,26088,29205,26088,29205
131612,Sharon Telephone Company (IA),50,Fiber to the Premises,2745,3348,2745,3348
131613,Sully Telephone Association,50,Fiber to the Premises,676,711,66,70
131613,Sully Telephone Association,71,Licensed Fixed Wireless,97,100,2,2
131900,"Cunningham Management, Inc.",40,Cable,8588,9353,8588,9353
131900,"Cunningham Management, Inc.",50,Fiber to the Premises,8078,8801,8241,8970
140001,"Access Cable Television, Inc.",40,Cable,2805,3347,2805,3347
140001,"Access Cable Television, Inc.",50,Fiber to the Premises,2805,3347,2805,3347
140012,Axiom Technologies,10,Copper,447,592,0,0
140012,Axiom Technologies,50,Fiber to the Premises,1692,1924,0,0
140012,Axiom Technologies,70,Unlicensed Fixed Wireless,20,23,0,0
140018,Cable America Missouri LLC,40,Cable,1465,1547,0,0
140020,PUD No. 1 of Chelan County,50,Fiber to the Premises,25476,31165,2268,5260
140030,Fail Telecommunication Corporation,10,Copper,10828,11774,10828,11774
140030,Fail Telecommunication Corporation,50,Fiber to the Premises,11300,13578,11300,13578
140033,Filer Mutual Telephone Company,50,Fiber to the Premises,3120,3366,3120,3366
140033,Filer Mutual Telephone Company,70,Unlicensed Fixed Wireless,1722,1829,1722,1829
140033,Filer Mutual Telephone Company,71,Licensed Fixed Wireless,7,7,7,7
140036,Fort Jennings Telephone Company,10,Copper,12,12,12,12
140036,Fort Jennings Telephone Company,50,Fiber to the Premises,1346,1362,1292,1404
140043,"Hopi Telecommunications, Inc.",10,Copper,1299,1345,1299,1345
140043,"Hopi Telecommunications, Inc.",50,Fiber to the Premises,9,9,9,9
140043,"Hopi Telecommunications, Inc.",70,Unlicensed Fixed Wireless,132,132,132,132
140048,"JAB Wireless, Inc.",50,Fiber to the Premises,20750,22897,20750,22897
140048,"JAB Wireless, Inc.",70,Unlicensed Fixed Wireless,4282849,5468120,4282849,5468120
140048,"JAB Wireless, Inc.",71,Licensed Fixed Wireless,136774,181935,136774,181935
140048,"JAB Wireless, Inc.",72,LBR Fixed Wireless,723004,937572,723004,937572
140055,LAT Inc.,70,Unlicensed Fixed Wireless,3048,4569,2909,4406
140055,LAT Inc.,71,Licensed Fixed Wireless,276,426,276,426
140055,LAT Inc.,72,LBR Fixed Wireless,20945,31755,20945,31755
140064,"Defiance Holdings, LLC",50,Fiber to the Premises,2793,3250,2793,3250
140064,"Defiance Holdings, LLC",70,Unlicensed Fixed Wireless,85210,92335,85210,92335
140064,"Defiance Holdings, LLC",71,Licensed Fixed Wireless,161904,178565,161904,178565
140064,"Defiance Holdings, LLC",72,LBR Fixed Wireless,41867,47957,41867,47957
140076,"Reasnor Telephone Company, LLC",10,Copper,119,123,3,3
140076,"Reasnor Telephone Company, LLC",50,Fiber to the Premises,117,118,2,2
140078,"Royell Communications, Inc.",50,Fiber to the Premises,3871,4553,3871,4553
140078,"Royell Communications, Inc.",70,Unlicensed Fixed Wireless,22489,26512,22489,26512
140078,"Royell Communications, Inc.",72,LBR Fixed Wireless,27618,31317,27618,31317
140084,SPITwSPOTS Inc.,70,Unlicensed Fixed Wireless,34250,41264,34250,41264
140084,SPITwSPOTS Inc.,72,LBR Fixed Wireless,13601,27824,13601,27824
140092,"Twin Valley Management, Inc.",10,Copper,7199,7568,7199,7568
140092,"Twin Valley Management, Inc.",40,Cable,4577,4727,4577,4727
140092,"Twin Valley Management, Inc.",50,Fiber to the Premises,17793,21349,17793,21349
140092,"Twin Valley Management, Inc.",70,Unlicensed Fixed Wireless,307,332,307,332
